C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0001.txt,dataset\1\0001.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0002.txt,dataset\1\0002.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0003.txt,dataset\1\0003.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0004.txt,dataset\1\0004.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0005.txt,dataset\1\0005.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0006.txt,dataset\1\0006.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0007.txt,dataset\1\0007.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0008.txt,dataset\1\0008.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0009.txt,dataset\1\0009.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0010.txt,dataset\1\0010.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0011.txt,dataset\1\0011.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0012.txt,dataset\1\0012.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0013.txt,dataset\1\0013.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0014.txt,dataset\1\0014.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0015.txt,dataset\1\0015.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0016.txt,dataset\1\0016.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0017.txt,dataset\1\0017.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0018.txt,dataset\1\0018.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0019.txt,dataset\1\0019.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0020.txt,dataset\1\0020.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0021.txt,dataset\1\0021.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0022.txt,dataset\1\0022.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0023.txt,dataset\1\0023.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0024.txt,dataset\1\0024.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0025.txt,dataset\1\0025.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0026.txt,dataset\1\0026.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0027.txt,dataset\1\0027.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0028.txt,dataset\1\0028.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0029.txt,dataset\1\0029.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0030.txt,dataset\1\0030.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0031.txt,dataset\1\0031.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0032.txt,dataset\1\0032.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0033.txt,dataset\1\0033.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0034.txt,dataset\1\0034.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0035.txt,dataset\1\0035.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0036.txt,dataset\1\0036.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0037.txt,dataset\1\0037.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0038.txt,dataset\1\0038.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0039.txt,dataset\1\0039.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0040.txt,dataset\1\0040.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0041.txt,dataset\1\0041.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0042.txt,dataset\1\0042.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0043.txt,dataset\1\0043.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0044.txt,dataset\1\0044.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0045.txt,dataset\1\0045.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0046.txt,dataset\1\0046.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0047.txt,dataset\1\0047.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0048.txt,dataset\1\0048.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0049.txt,dataset\1\0049.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0050.txt,dataset\1\0050.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0051.txt,dataset\1\0051.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0052.txt,dataset\1\0052.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0053.txt,dataset\1\0053.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0054.txt,dataset\1\0054.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0055.txt,dataset\1\0055.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0056.txt,dataset\1\0056.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0057.txt,dataset\1\0057.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0058.txt,dataset\1\0058.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0059.txt,dataset\1\0059.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0060.txt,dataset\1\0060.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0061.txt,dataset\1\0061.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0062.txt,dataset\1\0062.txt,1
C:\Users\DELL\PycharmProjects\LabApplicationProgramming\lab_4\dataset\1\0063.txt,dataset\1\0063.txt,1
